72278,92846
73118,92846
28779,93054
29869,93054
71065,93152
72278,93152
69863,93447
71065,93447
29869,93594
31110,93594
31110,93789
31955,93789
68694,93791
69863,93791
67633,94387
68694,94387
33357,94677
34350,94677
31955,94926
33357,94926
66593,95066
67633,95066
65381,95279
66593,95279
35681,95336
36667,95336
34350,95503
35681,95503
64372,96114
65381,96114
61874,96220
63137,96220
63137,96243
64372,96243
36667,96262
37802,96262
59502,96687
60825,96687
39065,96720
40262,96720
37802,96743
39065,96743
40262,96933
41446,96933
60825,97054
61874,97054
58351,97110
59502,97110
41446,97210
42616,97210
57169,97398
58351,97398
47503,97447
48681,97447
43855,97530
45042,97530
42616,97592
43855,97592
49909,97652
51130,97652
53545,97755
54811,97755
45042,97852
46243,97852
52338,97898
53545,97898
56010,97913
57169,97913
46243,98119
47503,98119
54811,98217
56010,98217
51130,98222
52338,98222
48681,98399
49909,98399
